,Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,class,allCaps,adjectives,superlatives,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
11375,837,4.356033452807647,74,1,0,0.0,77.0,1.0,140.78125,0.9149,0.081,0.858,0.062,0.004629629629629629
11376,133,4.939849624060151,4,0,0,0.0,14.0,0.0,113.85714285714286,-0.9698,0.046,0.761,0.194,0.0012453300124533001
11377,162,4.808641975308642,0,0,0,0.0,22.0,1.0,236.5,0.8402,0.101,0.861,0.038,0.004214963119072708
11378,846,4.745862884160757,65,0,0,5.0,102.0,1.0,353.14285714285717,0.9609,0.083,0.855,0.062,0.007063572149344097
11379,42,4.761904761904762,4,0,0,2.0,7.0,0.0,80.66666666666667,0.1531,0.055,0.905,0.04,0.004098360655737705
11380,356,4.570224719101123,16,0,0,0.0,29.0,1.0,221.66666666666666,0.9676,0.106,0.856,0.038,0.006490264603095357
11381,670,5.005970149253732,105,0,0,9.0,87.0,1.0,227.61111111111111,-0.6187,0.061,0.875,0.064,0.008750607681088965
11382,254,4.6614173228346445,6,2,0,1.0,33.0,0.0,241.5,-0.9352,0.069,0.806,0.125,0.009628610729023384
11383,1170,4.93846153846154,28,0,0,1.0,133.0,1.0,249.64285714285714,-0.9891,0.085,0.802,0.113,0.0032777540259370103
11384,604,4.806291390728477,39,0,0,1.0,59.0,2.0,235.13333333333333,-0.9895,0.039,0.858,0.103,0.0025416548997458347
11385,953,4.515215110178383,34,4,0,2.0,108.0,5.0,295.77777777777777,0.991,0.102,0.835,0.063,0.00880314665667728
11386,1144,4.346153846153847,70,0,0,3.0,119.0,1.0,141.02272727272728,-0.4369,0.067,0.87,0.063,0.00400192092204258
11387,714,4.243697478991597,26,0,0,1.0,47.0,1.0,145.34615384615384,-0.9846,0.067,0.82,0.113,0.005520504731861199
11388,110,4.890909090909091,2,0,0,0.0,16.0,0.0,130.8,-0.9859,0.009,0.728,0.263,0.00303951367781155
11389,465,4.67741935483871,8,0,0,0.0,41.0,0.0,147.27777777777777,-0.848,0.053,0.878,0.069,0.0014992503748125937
11390,212,4.726415094339623,6,0,0,1.0,19.0,0.0,153.75,0.1779,0.103,0.81,0.086,0.008084074373484237
11391,644,4.489130434782608,62,0,0,0.0,48.0,2.0,179.05,0.9354,0.075,0.869,0.056,0.003611111111111111
11392,48,3.5,0,0,0,1.0,1.0,0.0,53.25,-0.5859,0.0,0.858,0.142,0.0
11393,838,4.50238663484487,38,1,0,3.0,84.0,2.0,259.44444444444446,0.8321,0.083,0.847,0.07,0.0066168623265741725
11394,195,4.512820512820513,26,1,0,0.0,24.0,0.0,182.5,0.9508,0.11,0.862,0.027,0.0009090909090909091
11395,187,4.6791443850267385,0,0,0,0.0,20.0,0.0,213.4,0.805,0.078,0.896,0.025,0.003734827264239029
11396,899,4.8731924360400445,56,0,0,3.0,100.0,4.0,489.1818181818182,0.9778,0.076,0.867,0.057,0.006122448979591836
11397,738,5.002710027100272,85,0,0,5.0,79.0,0.0,249.55555555555554,-0.9349,0.043,0.894,0.063,0.006876663708961846
11398,50,4.54,0,0,0,0.0,4.0,0.0,141.5,-0.8625,0.026,0.79,0.184,0.01056338028169014
11399,44,5.0227272727272725,4,0,0,0.0,6.0,0.0,134.5,0.8271,0.179,0.821,0.0,0.014814814814814815
11400,49,4.2653061224489806,6,0,0,0.0,6.0,1.0,130.5,0.7717,0.149,0.851,0.0,0.007633587786259542
11401,37,4.972972972972973,3,0,0,0.0,5.0,0.0,111.5,0.891,0.275,0.725,0.0,0.004464285714285714
11402,58,4.793103448275862,3,0,0,0.0,6.0,0.0,112.66666666666667,0.4588,0.052,0.948,0.0,0.011764705882352941
11403,301,4.438538205980067,22,0,0,0.0,29.0,0.0,127.23076923076923,-0.9788,0.096,0.745,0.158,0.006602641056422569
11404,891,4.664421997755331,17,0,0,2.0,97.0,1.0,127.375,0.9955,0.149,0.764,0.087,0.0027274498344048315
11405,907,4.659316427783904,43,0,0,2.0,123.0,5.0,184.25,0.8806,0.077,0.851,0.072,0.002506265664160401
11406,76,4.7105263157894735,0,0,0,0.0,8.0,0.0,215.5,-0.6908,0.038,0.846,0.116,0.0023148148148148147
11407,1147,4.688753269398432,40,2,0,0.0,123.0,1.0,410.125,0.9919,0.096,0.84,0.064,0.00440930515432568
11408,794,4.743073047858943,14,0,0,0.0,70.0,0.0,286.9375,-0.9447,0.069,0.838,0.094,0.003256621797655232
11409,268,5.208955223880597,10,0,0,0.0,28.0,0.0,338.0,-0.7003,0.023,0.942,0.034,0.0029515938606847697
11410,1812,4.868653421633553,26,0,0,2.0,184.0,3.0,313.94117647058823,0.9989,0.107,0.858,0.036,0.0027085084524143084
11411,632,4.840189873417722,53,0,0,0.0,67.0,1.0,414.22222222222223,0.1022,0.042,0.911,0.047,0.001873661670235546
11412,942,4.2760084925690025,2,1,0,7.0,84.0,2.0,172.72413793103448,-0.8154,0.101,0.801,0.098,0.005162827640984908
11413,526,4.526615969581749,8,0,0,0.0,43.0,1.0,366.875,0.9734,0.102,0.846,0.052,0.00849762066621346
11414,597,4.241206030150754,12,0,0,0.0,36.0,0.0,208.86666666666667,-0.8773,0.059,0.859,0.082,0.0034953924372418178
11415,1844,4.134490238611714,30,2,0,1.0,178.0,4.0,167.3684210526316,0.9935,0.092,0.841,0.067,0.003751563151313047
11416,837,3.9593787335722817,14,0,0,1.0,68.0,0.0,102.4390243902439,0.9946,0.108,0.841,0.05,0.00377447511205473
11417,714,5.068627450980392,16,0,0,1.0,78.0,1.0,190.43478260869566,-0.4724,0.054,0.884,0.062,0.002953874119518291
11418,1290,4.656589147286821,117,0,0,0.0,129.0,5.0,336.1818181818182,0.9978,0.119,0.824,0.056,0.0020223810165835242
11419,319,4.968652037617555,12,0,0,0.0,37.0,0.0,191.7,0.1406,0.059,0.887,0.054,0.008826583592938734
11420,384,5.020833333333333,12,0,0,1.0,29.0,1.0,388.0,0.9734,0.074,0.907,0.019,0.0012858979854264896
11421,145,3.3655172413793104,155,0,0,0.0,14.0,0.0,682.0,0.9741,0.193,0.807,0.0,0.002932551319648094
11422,840,4.865476190476191,12,0,0,0.0,120.0,1.0,550.3333333333334,0.9951,0.124,0.818,0.058,0.0014110058455956461
11423,715,5.046153846153846,12,0,0,3.0,90.0,1.0,483.1111111111111,-0.9921,0.073,0.808,0.119,0.0073461891643709825
11424,978,4.330265848670757,47,0,0,4.0,71.0,1.0,183.31034482758622,-0.9843,0.05,0.866,0.084,0.005052395209580838
11425,785,4.766878980891719,15,0,0,6.0,70.0,0.0,268.3529411764706,0.9837,0.129,0.794,0.077,0.002184837229626393
11426,708,5.063559322033898,22,0,0,2.0,77.0,2.0,334.0769230769231,0.9798,0.135,0.765,0.1,0.0013777267508610792
11427,551,4.9891107078039925,30,0,0,0.0,60.0,0.0,207.8125,-0.7102,0.069,0.857,0.074,0.0029940119760479044
11428,943,4.617179215270413,29,0,0,1.0,72.0,1.0,333.5625,-0.8164,0.07,0.854,0.076,0.0013079222720478326
11429,528,4.7481060606060606,10,0,0,3.0,41.0,0.0,383.875,-0.9511,0.043,0.881,0.077,0.000649772579597141
11430,511,4.753424657534247,30,0,0,0.0,46.0,0.0,268.54545454545456,0.9739,0.088,0.883,0.029,0.0043859649122807015
11431,979,4.612870275791624,8,0,0,5.0,101.0,1.0,251.95454545454547,-0.9977,0.069,0.79,0.141,0.004672897196261682
11432,861,4.052264808362369,48,0,0,2.0,92.0,0.0,128.1764705882353,0.989,0.108,0.823,0.069,0.00501024823502619
11433,1140,4.725438596491228,11,0,0,1.0,122.0,1.0,366.3333333333333,0.9623,0.07,0.878,0.053,0.007865678414763273
11434,542,4.682656826568267,36,0,0,8.0,41.0,1.0,185.64705882352942,-0.9961,0.052,0.798,0.149,0.005045726900031536
11435,1047,4.3810888252149,35,0,0,1.0,113.0,3.0,236.79166666666666,0.9549,0.06,0.899,0.041,0.0017525411847178409
11436,746,4.5455764075067036,22,0,0,1.0,70.0,1.0,276.6666666666667,0.9756,0.063,0.915,0.021,0.004322766570605188
11437,878,4.814350797266515,10,0,0,2.0,121.0,0.0,269.8421052631579,-0.9992,0.086,0.71,0.204,0.003887269193391642
11438,540,4.896296296296296,33,0,0,0.0,62.0,0.0,401.125,0.4215,0.042,0.922,0.036,0.004354587869362364
11439,1071,4.214752567693743,44,2,0,1.0,92.0,7.0,201.5,0.9981,0.133,0.814,0.053,0.006526724289998236
11440,460,4.869565217391305,29,0,0,8.0,40.0,1.0,130.95238095238096,-0.8683,0.051,0.876,0.073,0.0010830324909747292
11441,344,4.805232558139535,15,0,0,2.0,45.0,0.0,145.14285714285714,0.9894,0.131,0.869,0.0,0.010752688172043012
11442,716,4.604748603351955,16,0,0,2.0,98.0,0.0,224.33333333333334,0.9856,0.083,0.876,0.041,0.0036991368680641184
11443,178,4.853932584269663,8,0,0,0.0,23.0,0.0,176.33333333333334,-0.9774,0.083,0.725,0.192,0.005644402634054563
11444,434,4.055299539170506,7,0,0,8.0,39.0,0.0,121.38888888888889,0.876,0.081,0.867,0.052,0.011807447774750226
11445,140,4.978571428571429,17,0,0,6.0,16.0,0.0,169.0,-0.8655,0.075,0.8,0.126,0.004711425206124852
11446,122,4.909836065573772,12,0,0,0.0,10.0,1.0,182.25,-0.714,0.0,0.942,0.058,0.00273224043715847
11447,91,4.703296703296704,4,0,0,0.0,15.0,0.0,173.0,-0.872,0.095,0.705,0.2,0.0
11448,924,4.181818181818182,15,0,0,0.0,82.0,1.0,137.65714285714284,0.998,0.139,0.823,0.038,0.010719439290867862
11449,1106,4.511754068716094,119,0,0,6.0,110.0,2.0,157.84615384615384,0.9992,0.145,0.837,0.018,0.009848240232483048
11450,609,4.545155993431855,37,0,0,1.0,50.0,0.0,161.28571428571428,0.9918,0.096,0.882,0.023,0.01408864103316701
11451,1212,3.6551155115511547,17,0,0,5.0,122.0,1.0,69.34567901234568,0.9983,0.113,0.858,0.028,0.007723363173600141
11452,794,4.3324937027707815,27,0,0,0.0,79.0,4.0,132.90625,0.9849,0.071,0.903,0.027,0.011674060238150829
11453,869,4.443037974683544,21,0,0,1.0,75.0,2.0,185.5,0.9941,0.085,0.883,0.032,0.005775577557755775
11454,442,4.699095022624435,68,0,0,1.0,44.0,1.0,151.76470588235293,0.9967,0.15,0.844,0.006,0.011936850211782826
11455,454,4.638766519823789,16,0,0,2.0,59.0,0.0,322.375,-0.7506,0.067,0.848,0.086,0.004253673627223511
11456,492,4.7317073170731705,6,0,0,0.0,58.0,1.0,219.84615384615384,0.9531,0.061,0.935,0.004,0.006968641114982578
11457,358,4.153631284916202,2,0,0,0.0,41.0,0.0,205.22222222222223,0.9409,0.091,0.878,0.03,0.00646551724137931
11458,229,4.707423580786026,17,0,0,0.0,25.0,2.0,166.25,0.8762,0.076,0.888,0.036,0.009723261032161555
11459,1335,4.7677902621722845,26,0,0,3.0,171.0,4.0,242.34375,-0.9171,0.069,0.848,0.083,0.010017980991523246
11460,150,4.566666666666666,14,0,0,1.0,21.0,0.0,143.33333333333334,0.8885,0.096,0.904,0.0,0.004624277456647399
11461,1963,4.4202750891492615,49,0,0,6.0,238.0,4.0,157.66176470588235,0.9995,0.107,0.886,0.007,0.00973393900064893
11462,187,4.9625668449197855,8,0,0,0.0,24.0,0.0,282.75,0.862,0.115,0.82,0.065,0.003527336860670194
11463,2332,4.555317324185249,123,0,0,3.0,252.0,1.0,206.265625,0.9989,0.088,0.872,0.041,0.007088454867657039
11464,216,5.125,10,0,0,1.0,20.0,0.0,190.71428571428572,0.9818,0.16,0.81,0.03,0.0014914243102162564
11465,160,5.15,26,0,0,1.0,26.0,0.0,204.4,0.5245,0.034,0.954,0.012,0.005847953216374269
11466,140,5.057142857142857,92,0,0,1.0,24.0,0.0,920.0,0.0,0.0,1.0,0.0,0.008686210640608035
11467,198,5.171717171717171,8,0,0,0.0,21.0,0.0,246.6,-0.78,0.04,0.868,0.092,0.002425222312045271
11468,552,4.094202898550725,27,0,0,1.0,40.0,0.0,189.6,0.9874,0.095,0.888,0.017,0.008397480755773267
11469,209,4.2631578947368425,4,0,0,0.0,25.0,0.0,138.5,0.7269,0.106,0.838,0.056,0.004484304932735426
11470,285,4.957894736842105,24,0,0,1.0,34.0,3.0,191.33333333333334,-0.9048,0.102,0.747,0.151,0.002890173410404624
11471,773,4.760672703751617,39,0,0,0.0,80.0,1.0,248.72222222222223,0.9921,0.103,0.855,0.041,0.001557632398753894
11472,1359,4.004415011037526,42,0,0,0.0,149.0,1.0,147.95652173913044,0.9978,0.105,0.846,0.049,0.00817398919865713
11473,1024,4.52734375,20,0,0,1.0,105.0,0.0,159.47222222222223,0.9986,0.136,0.83,0.034,0.0013850415512465374
11474,1311,4.627765064836003,20,0,0,2.0,132.0,0.0,336.6818181818182,0.9948,0.087,0.888,0.025,0.010904684975767368
11475,553,4.045207956600362,22,2,0,1.0,59.0,1.0,132.57142857142858,0.9753,0.066,0.919,0.015,0.00891583452211127
11476,753,4.714475431606906,26,0,0,1.0,62.0,0.0,227.52631578947367,-0.8602,0.064,0.865,0.071,0.00414651002073255
11477,663,4.873303167420813,55,3,0,8.0,53.0,0.0,137.75862068965517,-0.9913,0.094,0.765,0.141,0.0029835902536051715
11478,403,4.684863523573202,75,0,0,1.0,40.0,0.0,129.61111111111111,0.8957,0.06,0.921,0.019,0.00978723404255319
11479,390,5.0256410256410255,18,0,0,6.0,53.0,4.0,182.46153846153845,-0.7912,0.067,0.836,0.097,0.001678556441460344
11480,474,4.751054852320674,26,0,0,1.0,38.0,0.0,274.4,-0.9879,0.079,0.77,0.152,0.0025426807119505995
11481,957,4.44932079414838,40,0,0,1.0,97.0,6.0,261.65,0.9894,0.107,0.826,0.068,0.0026656511805026656
11482,138,5.311594202898551,10,0,0,0.0,23.0,3.0,145.5,0.6585,0.108,0.814,0.078,0.007972665148063782
11483,281,4.555160142348755,5,0,0,0.0,34.0,2.0,143.45454545454547,0.995,0.203,0.787,0.01,0.005667506297229219
11484,355,5.019718309859155,23,0,0,1.0,49.0,1.0,309.57142857142856,-0.1945,0.048,0.917,0.036,0.0018407731247123793
11485,363,4.4958677685950414,0,0,0,0.0,45.0,0.0,118.70588235294117,0.8743,0.119,0.786,0.095,0.0024582104228121925
11486,1159,4.710094909404659,34,0,0,0.0,132.0,4.0,256.11538461538464,0.987,0.116,0.793,0.091,0.0008976660682226212
11487,71,5.323943661971831,4,0,0,0.0,11.0,0.0,113.0,-0.9353,0.0,0.823,0.177,0.0
11488,200,4.845,11,0,0,0.0,25.0,2.0,197.0,0.836,0.103,0.835,0.061,0.0
11489,887,4.897406989853439,20,0,0,1.0,113.0,2.0,251.52380952380952,0.7939,0.064,0.884,0.052,0.004149377593360996
11490,691,4.696092619392185,80,0,0,1.0,69.0,1.0,200.8,0.9867,0.067,0.923,0.011,0.005453644025780862
11491,752,4.607712765957447,21,0,0,2.0,63.0,0.0,203.33333333333334,-0.9899,0.029,0.892,0.08,0.0037304733038004195
11492,640,4.821875,30,0,0,1.0,53.0,4.0,342.3636363636364,-0.8659,0.037,0.901,0.062,0.002913135593220339
11493,1058,4.935727788279774,91,0,0,11.0,153.0,1.0,237.96296296296296,0.955,0.056,0.91,0.034,0.008992248062015503
11494,1206,5.0207296849087895,58,0,0,1.0,102.0,8.0,384.6842105263158,-0.9056,0.087,0.818,0.095,0.0021837041080933536
11495,900,4.883333333333334,41,0,0,1.0,91.0,2.0,381.35714285714283,0.9869,0.093,0.855,0.051,0.0011210762331838565
11496,1362,4.597650513950073,39,0,0,5.0,134.0,4.0,286.51851851851853,0.8903,0.05,0.914,0.036,0.0021901571759855706
11497,1377,4.790123456790123,28,0,0,0.0,127.0,0.0,322.72,-0.9991,0.044,0.829,0.127,0.004325259515570935
11498,522,4.850574712643677,21,0,0,0.0,44.0,0.0,511.8333333333333,0.8949,0.079,0.861,0.06,0.0042262678803641094
11499,446,5.177130044843049,51,0,0,3.0,60.0,2.0,201.21428571428572,0.8507,0.11,0.805,0.085,0.0007067137809187279
11500,251,4.8804780876494025,15,0,0,0.0,24.0,0.0,166.33333333333334,-0.9687,0.044,0.825,0.132,0.0026578073089701
11501,223,5.327354260089686,2,0,0,2.0,26.0,1.0,356.5,-0.7506,0.04,0.893,0.068,0.005598320503848845
11502,1262,4.210776545166403,109,0,0,1.0,103.0,3.0,184.0,0.9919,0.102,0.845,0.053,0.007508634930169695
11503,857,4.7992998833138865,79,0,0,0.0,111.0,3.0,239.0,0.9751,0.062,0.897,0.041,0.004168320762207225
11504,1388,4.860230547550431,41,0,0,3.0,168.0,4.0,342.5,-0.9415,0.057,0.875,0.068,0.0030328763799587527
11505,1346,4.082466567607725,111,0,0,1.0,108.0,0.0,80.23255813953489,0.9977,0.094,0.873,0.032,0.00329277022190408
11506,1173,4.906223358908782,150,0,0,23.0,151.0,6.0,151.46808510638297,0.9726,0.033,0.953,0.014,0.004884856943475227
11507,1082,4.851201478743069,15,0,0,1.0,113.0,4.0,375.4117647058824,-0.9752,0.082,0.82,0.099,0.0031259768677711786
11508,533,4.983114446529081,17,0,0,0.0,63.0,1.0,189.2941176470588,-0.5776,0.113,0.76,0.127,0.0009276437847866419
11509,1359,4.735099337748345,11,0,0,1.0,140.0,5.0,280.35714285714283,0.9949,0.104,0.835,0.062,0.001015615081883966
11510,477,4.844863731656185,96,0,0,2.0,58.0,2.0,238.08333333333334,0.9875,0.109,0.861,0.03,0.0010460251046025104
11511,5627,4.934067886973519,195,1,0,23.0,604.0,16.0,166.85148514851485,-0.9809,0.117,0.768,0.115,0.00519128100758045
11512,928,4.9278017241379315,75,0,0,1.0,121.0,2.0,428.2307692307692,0.9895,0.095,0.852,0.053,0.0008962179602079225
11513,545,5.012844036697247,27,0,0,1.0,52.0,1.0,275.5,-0.9913,0.084,0.763,0.153,0.0009044317154054868
11514,676,5.112426035502959,65,0,0,3.0,83.0,1.0,1048.25,-0.9911,0.082,0.788,0.13,0.005243088655862726
11515,1166,4.74442538593482,87,0,0,0.0,101.0,2.0,212.40625,-0.4461,0.061,0.871,0.068,0.003515453347004541
11516,792,4.806818181818182,37,0,0,2.0,103.0,3.0,333.42857142857144,-0.9621,0.075,0.821,0.104,0.007478632478632479
11517,510,5.094117647058823,6,0,0,1.0,50.0,3.0,211.13333333333333,0.9735,0.068,0.922,0.01,0.00880503144654088
11518,823,4.466585662211422,9,0,0,0.0,85.0,1.0,181.08,0.9967,0.148,0.771,0.081,0.0032959789057350032
11519,1106,4.6618444846292935,172,0,0,0.0,115.0,5.0,180.65714285714284,-0.9909,0.07,0.808,0.121,0.0036180588327827594
11520,379,4.691292875989446,12,0,0,0.0,34.0,0.0,271.625,-0.9891,0.042,0.811,0.147,0.006880733944954129
11521,48,4.229166666666667,0,0,0,1.0,4.0,0.0,126.0,0.25,0.045,0.955,0.0,0.003952569169960474
11522,1348,4.387240356083086,48,0,0,0.0,127.0,3.0,253.6206896551724,0.9882,0.084,0.861,0.055,0.00433428145740214
11523,120,4.825,0,0,0,0.0,8.0,0.0,176.75,-0.9601,0.047,0.771,0.182,0.011267605633802818
11524,359,5.2005571030640665,74,0,0,3.0,51.0,1.0,162.71428571428572,-0.296,0.084,0.834,0.082,0.007860262008733625
11525,686,5.112244897959183,30,0,0,1.0,73.0,1.0,843.2,-0.2417,0.04,0.922,0.038,0.0042654028436018955
11526,766,4.7650130548302885,25,3,0,4.0,79.0,3.0,279.125,0.9204,0.082,0.863,0.055,0.00759098012949319
11527,822,4.8442822384428235,36,0,0,5.0,92.0,3.0,405.6666666666667,0.9887,0.103,0.84,0.057,0.006970069700697007
11528,1190,4.414285714285715,46,2,0,0.0,119.0,6.0,196.63636363636363,0.9985,0.116,0.857,0.027,0.009354393497929766
11529,1261,4.607454401268834,55,0,0,0.0,99.0,1.0,230.61290322580646,-0.9442,0.06,0.873,0.067,0.00320378882852765
11530,859,4.965075669383004,46,0,0,1.0,90.0,0.0,206.68,-0.9044,0.047,0.897,0.056,0.0032748988634174535
11531,1194,4.707705192629817,31,0,0,0.0,113.0,1.0,229.06666666666666,0.944,0.077,0.857,0.066,0.00217359802927112
11532,1643,4.6810712111990265,31,0,0,2.0,175.0,3.0,223.92857142857142,-0.9916,0.059,0.857,0.084,0.006140165149269532
11533,880,4.6625,64,0,0,2.0,79.0,2.0,228.0909090909091,0.9859,0.076,0.888,0.036,0.0031752331811867435
11534,659,4.634294385432473,2,0,0,1.0,81.0,0.0,309.9166666666667,0.7971,0.083,0.85,0.067,0.0018756698821007502
11535,438,5.146118721461186,19,0,0,1.0,51.0,1.0,194.35714285714286,0.9888,0.122,0.841,0.037,0.0021969974368363236
11536,712,4.8511235955056184,11,0,0,0.0,63.0,0.0,299.57142857142856,-0.9972,0.06,0.786,0.153,0.002614689802709769
11537,962,4.474012474012474,18,0,0,0.0,83.0,5.0,203.84615384615384,0.9986,0.15,0.808,0.042,0.00431924882629108
11538,160,3.33125,165,0,0,0.0,17.0,0.0,745.0,0.9814,0.207,0.793,0.0,0.0
11539,320,4.9125,18,0,0,0.0,39.0,0.0,175.72727272727272,0.9753,0.082,0.899,0.019,0.011837364899639732
11540,83,4.879518072289158,11,0,0,0.0,11.0,0.0,124.25,0.9538,0.225,0.745,0.03,0.006
11541,174,4.632183908045977,4,0,0,1.0,19.0,0.0,166.33333333333334,-0.7783,0.0,0.931,0.069,0.003988035892323031
11542,1174,5.071550255536627,23,1,0,2.0,151.0,5.0,342.8095238095238,-0.9926,0.054,0.858,0.088,0.004017176894306691
11543,1841,4.985877240630092,67,0,0,4.0,202.0,3.0,206.16666666666666,-0.9989,0.049,0.839,0.112,0.002682403433476395
11544,1127,4.825199645075421,36,0,0,5.0,96.0,0.0,221.46666666666667,-0.9964,0.078,0.791,0.132,0.007343024127079274
11545,872,4.778669724770642,14,0,0,2.0,71.0,0.0,283.77777777777777,0.8432,0.057,0.906,0.036,0.00448780487804878
11546,914,4.877461706783371,0,0,0,6.0,96.0,3.0,319.0,-0.9527,0.09,0.8,0.11,0.0016544117647058823
11547,358,5.164804469273743,5,0,0,0.0,43.0,0.0,139.625,-0.988,0.08,0.75,0.17,0.0
11548,440,4.775,7,0,0,2.0,58.0,0.0,233.72727272727272,0.9554,0.136,0.77,0.094,0.0007748934521503294
11549,836,4.935406698564592,7,0,0,1.0,97.0,2.0,626.125,-0.8114,0.072,0.847,0.081,0.004984051036682616
11550,572,4.6328671328671325,71,0,0,0.0,75.0,8.0,121.85185185185185,0.9943,0.136,0.797,0.067,0.007239819004524887
11551,559,4.7495527728085865,10,0,0,2.0,50.0,0.0,140.8695652173913,0.9906,0.115,0.844,0.041,0.00030656039239730225
11552,1160,4.801724137931036,23,0,0,1.0,113.0,0.0,322.3809523809524,0.9476,0.07,0.867,0.062,0.003387334315169367
11553,995,4.837185929648242,18,0,0,1.0,112.0,2.0,391.6666666666667,0.9826,0.068,0.898,0.034,0.0020376974019358125
11554,75,5.293333333333333,6,0,0,0.0,12.0,1.0,159.0,-0.7717,0.031,0.828,0.141,0.0041753653444676405
11555,969,4.313725490196078,52,0,0,2.0,84.0,4.0,207.04,0.998,0.115,0.862,0.023,0.0055769230769230765
11556,153,5.169934640522876,9,0,0,0.0,17.0,0.0,135.85714285714286,0.3682,0.07,0.877,0.053,0.0
11557,161,4.645962732919255,12,0,0,2.0,18.0,0.0,132.0,-0.9604,0.01,0.862,0.128,0.0
11558,1396,4.718481375358167,24,0,0,1.0,131.0,1.0,224.38888888888889,-0.9987,0.055,0.82,0.125,0.006532725255762357
11559,524,4.637404580152672,7,0,0,1.0,47.0,0.0,330.0,0.4663,0.065,0.877,0.058,0.000671591672263264
11560,418,5.196172248803828,0,0,0,4.0,51.0,0.0,326.75,-0.9467,0.097,0.787,0.116,0.002289202594429607
11561,748,4.517379679144385,14,0,0,2.0,70.0,0.0,208.15,0.9899,0.135,0.771,0.094,0.001673840267814443
11562,443,4.851015801354403,35,0,0,1.0,67.0,3.0,435.1666666666667,0.9834,0.092,0.898,0.011,0.0015290519877675841
11563,980,4.342857142857143,9,0,0,1.0,115.0,3.0,170.1290322580645,0.9942,0.097,0.854,0.049,0.002828054298642534
11564,1205,4.428215767634856,20,4,0,2.0,108.0,1.0,275.1666666666667,0.997,0.099,0.859,0.043,0.006941300739399426
11565,561,4.9875222816399285,6,0,0,0.0,78.0,0.0,482.42857142857144,0.9869,0.159,0.732,0.109,0.0014779781259237363
11566,921,5.030401737242127,25,0,0,1.0,107.0,2.0,234.33333333333334,-0.9775,0.05,0.862,0.088,0.003895873915353285
11567,290,5.537931034482758,2,0,0,5.0,52.0,1.0,639.6666666666666,-0.4715,0.085,0.823,0.092,0.002082248828735034
11568,653,4.863705972434916,22,0,0,3.0,78.0,0.0,162.0,-0.9945,0.093,0.75,0.156,0.005113781641523907
11569,481,5.0478170478170465,30,0,0,3.0,55.0,3.0,369.625,0.9947,0.151,0.813,0.036,0.0023616734143049934
11570,643,4.768273716951788,36,0,0,1.0,58.0,0.0,248.8,0.9807,0.087,0.887,0.027,0.004538174052322477
11571,866,4.8360277136258665,43,0,0,1.0,81.0,2.0,300.0,-0.995,0.083,0.782,0.135,0.004691164972634871
11572,534,4.653558052434457,33,0,0,1.0,66.0,0.0,305.6,-0.9378,0.076,0.818,0.106,0.001957585644371941
11573,1007,4.634558093346574,23,0,0,3.0,110.0,0.0,358.375,0.9971,0.109,0.864,0.027,0.0043485823621499395
11574,595,4.635294117647058,16,0,0,0.0,62.0,3.0,226.33333333333334,0.9891,0.097,0.879,0.024,0.0032267527134056907
11575,143,4.181818181818182,14,0,0,2.0,10.0,0.0,254.0,0.9327,0.103,0.889,0.009,0.005235602094240838
11576,320,4.36875,8,0,0,2.0,26.0,0.0,191.88888888888889,-0.9803,0.042,0.83,0.128,0.004034582132564841
11577,217,5.341013824884794,8,0,0,1.0,20.0,1.0,465.6666666666667,-0.9914,0.045,0.742,0.213,0.0014295925661186562
11578,190,5.484210526315789,10,0,0,0.0,19.0,0.0,310.5,0.2177,0.066,0.873,0.061,0.005622489959839358
11579,208,4.899038461538462,19,0,0,1.0,23.0,0.0,250.0,-0.1265,0.097,0.795,0.108,0.006379585326953748
11580,255,4.878431372549019,24,0,0,1.0,28.0,0.0,377.25,-0.7817,0.061,0.859,0.08,0.004626569729015202
11581,1056,4.3589015151515165,21,0,0,0.0,104.0,1.0,153.67567567567568,0.9972,0.154,0.761,0.085,0.003146303093864709
11582,1506,4.666666666666667,22,0,0,5.0,167.0,2.0,186.97826086956522,0.9949,0.067,0.905,0.028,0.006245662734212352
11583,935,4.803208556149731,5,0,0,0.0,99.0,1.0,238.69565217391303,0.9291,0.097,0.826,0.077,0.0
11584,360,4.697222222222221,74,0,0,3.0,49.0,7.0,189.9090909090909,0.9881,0.133,0.844,0.022,0.00047664442326024784
11585,269,4.888475836431227,2,0,0,2.0,33.0,0.0,178.44444444444446,0.749,0.081,0.88,0.039,0.004956629491945477
11586,136,4.764705882352942,2,0,0,0.0,16.0,0.0,113.85714285714286,0.5106,0.052,0.92,0.028,0.0062266500622665
11587,879,5.127417519908987,6,0,0,0.0,117.0,0.0,218.6,-0.968,0.091,0.796,0.113,0.002551020408163265
11588,660,4.728787878787879,17,0,0,1.0,50.0,0.0,253.86666666666667,-0.9969,0.017,0.855,0.127,0.0057561486132914706
11589,785,4.326114649681529,18,1,0,0.0,89.0,3.0,144.06896551724137,0.9485,0.091,0.844,0.065,0.005706134094151213
11590,59,4.7457627118644075,0,0,0,1.0,4.0,0.0,115.0,-0.34,0.0,0.955,0.045,0.008645533141210375
11591,157,4.910828025477707,10,0,0,1.0,20.0,0.0,156.83333333333334,-0.9428,0.029,0.825,0.146,0.003171247357293869
