allCaps,adjectives,superlatives,class,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
0.0,4.0,0.0,1,96.5,0.6808,0.235,0.71,0.055,0.0
0.0,3.0,0.0,1,85.0,0.5859,0.119,0.881,0.0,0.005813953488372093
0.0,4.0,1.0,1,99.5,0.8201,0.182,0.818,0.0,0.004975124378109453
0.0,6.0,0.0,1,100.0,-0.2263,0.044,0.886,0.069,0.0049504950495049506
0.0,5.0,0.0,1,99.0,0.4767,0.094,0.906,0.0,0.005
0.0,5.0,0.0,1,200.0,0.4767,0.091,0.909,0.0,0.004975124378109453
0.0,3.0,1.0,1,196.0,-0.34,0.0,0.915,0.085,0.0
0.0,4.0,0.0,1,199.0,-0.4588,0.0,0.906,0.094,0.005
0.0,5.0,0.0,1,93.5,-0.4767,0.0,0.906,0.094,0.005291005291005291
0.0,5.0,0.0,1,200.0,0.0,0.0,1.0,0.0,0.014925373134328358
1.0,5.0,0.0,1,100.0,-0.296,0.072,0.798,0.13,0.009900990099009901
0.0,8.0,0.0,1,202.0,0.0,0.0,1.0,0.0,0.009852216748768473
0.0,7.0,0.0,1,198.0,-0.1027,0.0,0.957,0.043,0.01507537688442211
0.0,5.0,0.0,1,49.5,-0.4836,0.0,0.92,0.08,0.0
0.0,3.0,0.0,1,97.0,-0.5574,0.0,0.886,0.114,0.00510204081632653
0.0,4.0,0.0,1,97.5,-0.91,0.0,0.709,0.291,0.0
0.0,5.0,0.0,1,98.0,0.0,0.0,1.0,0.0,0.005050505050505051
2.0,9.0,1.0,1,99.5,0.0,0.0,1.0,0.0,0.01990049751243781
0.0,7.0,0.0,1,99.5,0.624,0.197,0.734,0.068,0.0
0.0,7.0,0.0,1,199.0,0.0772,0.082,0.845,0.073,0.0
0.0,2.0,0.0,1,94.0,-0.7906,0.066,0.711,0.224,0.015789473684210527
1.0,6.0,0.0,1,198.0,0.1531,0.052,0.948,0.0,0.005025125628140704
0.0,5.0,0.0,1,186.0,0.0,0.0,1.0,0.0,0.0053475935828877
0.0,6.0,1.0,1,95.5,0.3612,0.072,0.928,0.0,0.010362694300518135
0.0,5.0,0.0,1,100.0,0.5994,0.14,0.86,0.0,0.0049504950495049506
0.0,5.0,0.0,1,93.0,0.0,0.0,1.0,0.0,0.005319148936170213
0.0,1.0,0.0,1,96.5,0.8481,0.268,0.66,0.072,0.0
1.0,5.0,0.0,1,97.5,0.3818,0.141,0.794,0.065,0.005076142131979695
1.0,5.0,0.0,1,99.0,0.0,0.0,1.0,0.0,0.0
0.0,7.0,0.0,1,100.0,0.2263,0.144,0.736,0.12,0.0049504950495049506
0.0,8.0,1.0,1,99.0,0.714,0.183,0.817,0.0,0.005
0.0,2.0,0.0,1,100.0,0.34,0.088,0.912,0.0,0.0049504950495049506
0.0,6.0,0.0,1,100.0,0.128,0.131,0.749,0.119,0.0
0.0,6.0,0.0,1,88.5,-0.4951,0.067,0.765,0.169,0.0
0.0,5.0,0.0,1,197.0,-0.0772,0.0,0.956,0.044,0.010101010101010102
0.0,5.0,0.0,1,96.0,0.8271,0.244,0.756,0.0,0.015463917525773196
0.0,5.0,1.0,1,97.5,0.926,0.377,0.623,0.0,0.015228426395939087
0.0,6.0,0.0,1,186.0,0.4019,0.094,0.906,0.0,0.0
0.0,4.0,0.0,1,66.66666666666667,0.4019,0.131,0.803,0.066,0.0
0.0,7.0,0.0,1,96.0,0.7269,0.248,0.687,0.066,0.005154639175257732
0.0,4.0,0.0,1,100.0,0.7096,0.177,0.823,0.0,0.009900990099009901
0.0,1.0,0.0,1,99.5,0.5423,0.117,0.883,0.0,0.0
0.0,5.0,0.0,1,198.0,0.0,0.0,1.0,0.0,0.010050251256281407
0.0,4.0,0.0,1,99.5,0.5106,0.129,0.871,0.0,0.004975124378109453
0.0,5.0,0.0,1,99.5,0.5106,0.129,0.871,0.0,0.004975124378109453
0.0,3.0,0.0,1,198.0,0.0,0.0,1.0,0.0,0.010050251256281407
0.0,7.0,0.0,1,193.0,0.4939,0.135,0.865,0.0,0.005154639175257732
0.0,7.0,0.0,1,100.5,0.3612,0.075,0.925,0.0,0.009852216748768473
1.0,7.0,0.0,1,65.0,0.6239,0.128,0.872,0.0,0.005050505050505051
1.0,7.0,0.0,1,201.0,0.7096,0.148,0.852,0.0,0.0049504950495049506
2.0,8.0,0.0,1,89.0,-0.743,0.0,0.767,0.233,0.0
0.0,3.0,0.0,1,202.0,-0.4588,0.0,0.867,0.133,0.009852216748768473
0.0,9.0,0.0,1,65.0,0.5256,0.108,0.892,0.0,0.0
0.0,3.0,1.0,1,100.0,0.1779,0.111,0.796,0.093,0.0049504950495049506
0.0,3.0,1.0,1,202.0,0.4939,0.116,0.884,0.0,0.0
0.0,10.0,0.0,1,66.66666666666667,-0.3089,0.0,0.93,0.07,0.0
2.0,5.0,1.0,1,98.5,-0.5283,0.0,0.868,0.132,0.005025125628140704
0.0,8.0,0.0,1,66.33333333333333,-0.6124,0.054,0.791,0.156,0.0049504950495049506
0.0,1.0,0.0,1,38.4,0.3612,0.124,0.818,0.058,0.0
0.0,5.0,0.0,1,97.5,0.0,0.0,1.0,0.0,0.005076142131979695
0.0,5.0,0.0,1,99.0,0.5106,0.137,0.863,0.0,0.005
0.0,4.0,0.0,1,90.5,0.0,0.0,1.0,0.0,0.0
0.0,4.0,1.0,1,94.5,0.68,0.172,0.828,0.0,0.010471204188481676
0.0,6.0,0.0,1,65.0,0.1531,0.085,0.847,0.068,0.005050505050505051
2.0,6.0,0.0,1,197.0,0.0,0.0,1.0,0.0,0.005050505050505051
0.0,6.0,0.0,1,65.0,0.1531,0.085,0.847,0.068,0.005050505050505051
0.0,9.0,1.0,1,197.0,0.6486,0.122,0.878,0.0,0.005050505050505051
0.0,2.0,0.0,1,195.0,-0.3612,0.035,0.883,0.082,0.02040816326530612
0.0,6.0,1.0,1,97.5,0.7506,0.176,0.824,0.0,0.005076142131979695
0.0,6.0,1.0,1,97.5,0.7506,0.176,0.824,0.0,0.005076142131979695
0.0,5.0,0.0,1,61.333333333333336,-0.3094,0.07,0.822,0.108,0.016042780748663103
2.0,60.0,0.0,1,251.66666666666666,0.9357,0.059,0.922,0.018,0.004224980195405334
1.0,86.0,1.0,1,301.85714285714283,-0.8296,0.082,0.818,0.1,0.0023612750885478157
0.0,94.0,2.0,1,172.69230769230768,-0.7492,0.09,0.817,0.093,0.006204298692665633
21.0,65.0,0.0,1,114.65853658536585,-0.9978,0.027,0.837,0.136,0.00949367088607595
10.0,133.0,1.0,1,244.69565217391303,0.9949,0.107,0.846,0.047,0.004247787610619469
5.0,110.0,2.0,1,201.77272727272728,-0.9957,0.065,0.807,0.128,0.007407407407407408
3.0,63.0,1.0,1,179.27272727272728,-0.9991,0.058,0.734,0.207,0.003028009084027252
1.0,74.0,1.0,1,262.26666666666665,0.7939,0.123,0.772,0.105,0.004055766793409379
1.0,82.0,5.0,1,275.8125,0.8853,0.085,0.845,0.07,0.005875706214689265
2.0,91.0,4.0,1,205.61904761904762,-0.9943,0.062,0.818,0.12,0.005071461502996773
2.0,57.0,2.0,1,151.22222222222223,0.9579,0.105,0.814,0.081,0.0021903139449987834
8.0,85.0,2.0,1,175.72727272727272,0.9966,0.15,0.81,0.041,0.005145356315924878
1.0,77.0,0.0,1,235.76470588235293,-0.9776,0.045,0.869,0.086,0.006217358865953743
0.0,87.0,4.0,1,105.15217391304348,0.9725,0.114,0.795,0.092,0.001841620626151013
1.0,60.0,4.0,1,60.2,0.9869,0.153,0.744,0.103,0.004879635653871178
0.0,31.0,0.0,1,116.04545454545455,0.9948,0.205,0.724,0.071,0.0019409937888198758
3.0,63.0,1.0,1,131.28,-0.8082,0.11,0.781,0.109,0.0024147298520977964
5.0,125.0,0.0,1,131.44444444444446,-0.7536,0.081,0.833,0.087,0.0030105368790767687
0.0,116.0,1.0,1,94.96491228070175,0.9936,0.119,0.825,0.056,0.0023752969121140144
0.0,91.0,1.0,1,110.23255813953489,0.9982,0.155,0.801,0.044,0.0012547051442910915
0.0,45.0,1.0,1,79.97142857142858,0.995,0.133,0.854,0.013,0.0017605633802816902
0.0,120.0,6.0,1,142.825,0.9992,0.155,0.844,0.001,0.008344923504867872
4.0,69.0,0.0,1,183.0,0.8054,0.105,0.806,0.089,0.004347826086956522
1.0,79.0,3.0,1,115.90322580645162,0.9894,0.142,0.781,0.077,0.005793103448275862
0.0,62.0,2.0,1,185.69565217391303,0.9054,0.114,0.786,0.1,0.0020988805970149254
0.0,91.0,1.0,1,284.14285714285717,0.9898,0.119,0.817,0.064,0.00802608477552044
0.0,64.0,0.0,1,204.1578947368421,-0.9768,0.062,0.838,0.1,0.0017967145790554414
2.0,88.0,1.0,1,250.8235294117647,-0.8024,0.066,0.844,0.09,0.006546644844517185
0.0,107.0,1.0,1,252.0909090909091,-0.995,0.093,0.768,0.139,0.003952569169960474
2.0,67.0,2.0,1,173.0,0.9392,0.116,0.803,0.081,0.00225
2.0,63.0,0.0,1,276.0,0.982,0.096,0.85,0.054,0.006444960041247744
0.0,39.0,0.0,1,251.5,-0.9634,0.026,0.862,0.112,0.0033025099075297227
10.0,83.0,0.0,1,246.3684210526316,-0.9906,0.106,0.74,0.154,0.004044274159216688
0.0,64.0,3.0,1,171.56521739130434,0.9983,0.167,0.815,0.018,0.0027742749054224464
4.0,76.0,5.0,1,70.88372093023256,0.9984,0.223,0.723,0.054,0.005798969072164949
0.0,55.0,2.0,1,104.27272727272727,0.7965,0.127,0.774,0.099,0.0008613264427217916
9.0,129.0,1.0,1,126.56896551724138,-0.891,0.09,0.812,0.099,0.0028305701577031944
1.0,116.0,2.0,1,116.13157894736842,0.9982,0.193,0.73,0.077,0.0011220825852782765
4.0,62.0,4.0,1,133.6875,0.9427,0.076,0.876,0.048,0.0034746351633078527
4.0,182.0,11.0,1,116.3125,0.9829,0.097,0.829,0.074,0.00201934318205973
2.0,57.0,0.0,1,127.47826086956522,0.9859,0.178,0.721,0.101,0.0006768189509306261
9.0,70.0,1.0,1,191.05882352941177,0.9847,0.107,0.844,0.049,0.012851897184822521
0.0,138.0,4.0,1,99.68085106382979,0.9975,0.09,0.86,0.05,0.003055204382638011
3.0,63.0,0.0,1,189.8421052631579,-0.9576,0.046,0.873,0.081,0.006075669704501519
0.0,90.0,1.0,1,165.04166666666666,0.9981,0.201,0.734,0.065,0.004773869346733669
2.0,60.0,0.0,1,210.35294117647058,0.9961,0.138,0.826,0.036,0.006128133704735376
1.0,72.0,0.0,1,206.0,0.9292,0.06,0.902,0.037,0.003221476510067114
22.0,520.0,6.0,1,160.09268292682927,-0.9998,0.061,0.839,0.1,0.010721424677448665
3.0,70.0,0.0,1,268.2,-0.9966,0.068,0.786,0.146,0.002974714923153198
4.0,83.0,3.0,1,257.75,-0.8593,0.057,0.876,0.067,0.0028999516674722086
9.0,67.0,4.0,1,265.73333333333335,-0.9523,0.065,0.846,0.088,0.0045045045045045045
5.0,101.0,2.0,1,157.76923076923077,-0.9781,0.045,0.871,0.083,0.0016965584100824044
1.0,69.0,0.0,1,245.9375,-0.6016,0.075,0.846,0.079,0.006842372022301064
2.0,93.0,0.0,1,171.44,-0.9949,0.089,0.767,0.144,0.008358486185279778
0.0,70.0,1.0,1,148.84615384615384,0.9961,0.122,0.842,0.036,0.0010269576379974327
7.0,57.0,3.0,1,178.77272727272728,0.9954,0.151,0.799,0.05,0.008350202429149798
4.0,100.0,1.0,1,309.84615384615387,0.9918,0.142,0.762,0.096,0.03837108553038743
14.0,200.0,3.0,1,195.0,-0.9999,0.065,0.728,0.207,0.006309148264984227
4.0,69.0,1.0,1,295.6666666666667,-0.9895,0.057,0.841,0.102,0.002023836294130875
9.0,148.0,1.0,1,285.0,-0.9956,0.074,0.813,0.113,0.006724949562878279
1.0,73.0,6.0,1,94.02325581395348,-0.9665,0.119,0.728,0.153,0.006369426751592357
0.0,61.0,0.0,1,112.28571428571429,0.9975,0.198,0.724,0.078,0.0025133521834747093
0.0,62.0,0.0,1,95.27272727272727,-0.9869,0.127,0.708,0.165,0.002826633165829146
1.0,44.0,1.0,1,66.88571428571429,0.997,0.272,0.645,0.083,0.0029350104821802936
0.0,55.0,2.0,1,105.57894736842105,0.9985,0.152,0.808,0.04,0.0051762385999507025
4.0,86.0,1.0,1,212.0952380952381,0.9479,0.103,0.81,0.087,0.007584207004238233
0.0,57.0,2.0,1,92.26666666666667,0.9748,0.141,0.799,0.06,0.0007147962830593281
0.0,108.0,1.0,1,86.37704918032787,0.9951,0.095,0.875,0.029,0.0018751171948246765
1.0,30.0,1.0,1,123.21052631578948,0.4854,0.043,0.92,0.038,0.00338409475465313
0.0,109.0,1.0,1,103.80851063829788,0.994,0.123,0.822,0.055,0.002028809089064719
0.0,100.0,4.0,1,121.2439024390244,0.9989,0.185,0.771,0.044,0.005576578370842461
6.0,90.0,2.0,1,253.58823529411765,-0.9935,0.06,0.82,0.12,0.005783021050196623
7.0,87.0,0.0,1,321.46153846153845,0.9514,0.099,0.84,0.061,0.00405824779183576
6.0,98.0,2.0,1,95.46511627906976,-0.9729,0.078,0.817,0.105,0.003376748673420164
0.0,74.0,0.0,1,167.45454545454547,0.9989,0.192,0.791,0.017,0.004318488529014845
2.0,75.0,1.0,1,112.06060606060606,0.6425,0.066,0.877,0.057,0.0013404825737265416
2.0,112.0,2.0,1,154.52941176470588,-0.9825,0.103,0.77,0.127,0.006052581804425951
5.0,86.0,2.0,1,172.0909090909091,0.9956,0.14,0.818,0.042,0.005253480430785396
1.0,71.0,2.0,1,215.72222222222223,-0.9906,0.063,0.821,0.116,0.004104669061056952
2.0,57.0,0.0,1,299.42857142857144,-0.9977,0.053,0.79,0.157,0.004283674440742504
1.0,73.0,3.0,1,130.84615384615384,0.9915,0.164,0.752,0.084,0.003793405310767435
20.0,87.0,0.0,1,202.75,-0.993,0.036,0.871,0.093,0.010229132569558102
0.0,43.0,0.0,1,79.45,-0.9118,0.046,0.869,0.084,0.0030998140111593306
1.0,64.0,0.0,1,57.03333333333333,0.9561,0.169,0.691,0.14,0.003711104767342278
2.0,44.0,0.0,1,86.24137931034483,0.986,0.119,0.849,0.032,0.007846214201647704
8.0,162.0,2.0,1,96.2051282051282,0.9992,0.163,0.761,0.076,0.006450763559768299
0.0,68.0,3.0,1,87.22916666666667,0.9966,0.134,0.819,0.047,0.0023568230025925053
0.0,85.0,2.0,1,85.35555555555555,-0.9927,0.084,0.773,0.143,0.0012823800974608873
0.0,47.0,2.0,1,101.18181818181819,0.9168,0.081,0.873,0.046,0.0022192632046160675
2.0,125.0,1.0,1,124.88461538461539,0.9928,0.119,0.813,0.068,0.004881769641495042
8.0,131.0,1.0,1,249.4,0.9984,0.148,0.805,0.047,0.007787539936102236
15.0,131.0,0.0,1,200.0,-0.9995,0.064,0.76,0.176,0.004382847666429756
1.0,68.0,0.0,1,149.22727272727272,-0.9963,0.089,0.721,0.19,0.005145278450363196
1.0,83.0,2.0,1,147.2258064516129,-0.9971,0.028,0.847,0.124,0.00848933391380061
15.0,198.0,1.0,1,219.48936170212767,-0.9992,0.078,0.766,0.155,0.00608049416079529
1.0,102.0,1.0,1,201.3,-0.5567,0.058,0.877,0.065,0.0042037586547972305
3.0,68.0,0.0,1,190.69565217391303,-0.9979,0.073,0.748,0.178,0.0029505220154334997
2.0,77.0,3.0,1,251.25,0.6989,0.066,0.876,0.058,0.0022315893875526904
0.0,89.0,1.0,1,227.10526315789474,-0.9912,0.096,0.767,0.137,0.004618937644341801
0.0,88.0,0.0,1,91.1,0.9853,0.14,0.768,0.092,0.0010860711376595167
0.0,62.0,0.0,1,171.93333333333334,0.9716,0.09,0.879,0.032,0.0007707129094412332
11.0,86.0,2.0,1,125.4,-0.9861,0.037,0.881,0.081,0.004912280701754386
3.0,39.0,0.0,1,114.95,0.5207,0.138,0.732,0.13,0.0068846815834767644
3.0,29.0,0.0,1,227.42857142857142,-0.7391,0.073,0.832,0.095,0.0024968789013732834
0.0,38.0,0.0,1,91.04347826086956,-0.1749,0.109,0.776,0.115,0.005191127890514393
0.0,58.0,2.0,1,102.0,0.9718,0.09,0.876,0.034,0.006361708573159649
2.0,64.0,0.0,1,131.375,-0.9853,0.116,0.729,0.156,0.003772398616787174
0.0,40.0,0.0,1,122.70370370370371,-0.965,0.06,0.848,0.092,0.004189108318372232
3.0,62.0,1.0,1,154.11764705882354,-0.9374,0.098,0.782,0.12,0.00870882241575161
3.0,40.0,3.0,1,88.62068965517241,0.9112,0.093,0.836,0.071,0.005762581636573185
2.0,52.0,2.0,1,147.7391304347826,-0.961,0.075,0.817,0.109,0.004666083406240887
6.0,69.0,2.0,1,161.3846153846154,-0.9847,0.086,0.796,0.119,0.005434782608695652
0.0,58.0,1.0,1,133.34782608695653,0.9929,0.145,0.787,0.068,0.003229974160206718
1.0,25.0,2.0,1,102.58333333333333,0.9849,0.169,0.797,0.035,0.0048115477145148355
0.0,26.0,0.0,1,178.375,0.2732,0.114,0.788,0.098,0.002789400278940028
1.0,20.0,1.0,1,124.22222222222223,0.6767,0.058,0.907,0.035,0.006200177147918512
0.0,22.0,2.0,1,123.6,0.9564,0.11,0.865,0.025,0.008807045636509208
1.0,28.0,0.0,1,165.0,0.6996,0.092,0.839,0.069,0.004679144385026738
1.0,35.0,2.0,1,154.2,-0.1226,0.071,0.852,0.077,0.005134788189987163
0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,1.0,1,176.5,-0.1742,0.098,0.801,0.101,0.008434864104967198
0.0,23.0,0.0,1,112.33333333333333,0.8346,0.099,0.843,0.058,0.007352941176470588
1.0,44.0,0.0,1,152.66666666666666,-0.9877,0.043,0.817,0.141,0.007046070460704607
0.0,41.0,2.0,1,195.83333333333334,0.9953,0.161,0.836,0.004,0.0050782903089293275
2.0,48.0,3.0,1,163.6,-0.4264,0.086,0.821,0.093,0.0072874493927125505
1.0,11.0,0.0,1,120.42857142857143,0.7096,0.09,0.852,0.058,0.00585480093676815
0.0,54.0,1.0,1,99.95454545454545,0.9779,0.102,0.856,0.041,0.006292134831460674
0.0,40.0,0.0,1,170.3846153846154,0.9595,0.109,0.846,0.045,0.0044782803403493054
0.0,29.0,1.0,1,149.77777777777777,0.6369,0.083,0.852,0.065,0.0029411764705882353
0.0,9.0,0.0,1,216.33333333333334,0.6124,0.053,0.934,0.013,0.013803680981595092
2.0,28.0,0.0,1,146.72727272727272,-0.8943,0.037,0.881,0.082,0.010442260442260442
3.0,9.0,1.0,1,363.0,0.2023,0.077,0.872,0.052,0.02197802197802198
0.0,2.0,0.0,1,79.0,0.5859,0.375,0.625,0.0,0.0
0.0,1.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
0.0,20.0,0.0,1,224.16666666666666,0.9774,0.188,0.728,0.084,0.0066469719350073855
1.0,40.0,0.0,1,164.64285714285714,-0.8452,0.059,0.86,0.081,0.005601034037052995
1.0,41.0,0.0,1,129.52941176470588,0.9509,0.113,0.814,0.073,0.00990990990990991
0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,44.0,0.0,1,60.0,0.9462,0.094,0.846,0.06,0.013749338974087784
0.0,16.0,2.0,1,270.0,0.0,0.035,0.936,0.029,0.015682656826568265
0.0,50.0,0.0,1,104.19047619047619,0.9894,0.147,0.802,0.051,0.0036199095022624436
0.0,37.0,1.0,1,194.7,-0.9657,0.027,0.888,0.085,0.005615109749872384
0.0,2.0,0.0,1,17.0,0.4215,0.583,0.417,0.0,0.05263157894736842
2.0,2.0,0.0,1,40.0,0.0,0.0,1.0,0.0,0.047619047619047616
0.0,32.0,0.0,1,151.25,-0.8563,0.073,0.809,0.119,0.0060207991242474
0.0,16.0,1.0,1,168.57142857142858,-0.5457,0.044,0.87,0.086,0.007569386038687973
1.0,11.0,0.0,1,130.6,-0.4558,0.097,0.798,0.105,0.005311077389984826
2.0,47.0,4.0,1,183.1818181818182,0.7298,0.111,0.785,0.103,0.0034482758620689655
1.0,34.0,2.0,1,157.45454545454547,-0.7088,0.053,0.875,0.072,0.007449856733524355
0.0,25.0,0.0,1,145.0,-0.9652,0.097,0.75,0.153,0.008706467661691543
0.0,4.0,0.0,1,73.0,0.0,0.0,1.0,0.0,0.0273972602739726
0.0,5.0,2.0,1,92.0,0.0,0.0,1.0,0.0,0.0
0.0,6.0,2.0,1,92.0,0.0,0.0,1.0,0.0,0.0
0.0,6.0,2.0,1,92.0,0.0,0.0,1.0,0.0,0.0
1.0,46.0,2.0,1,160.33333333333334,0.4214,0.133,0.739,0.128,0.004130524576621231
0.0,3.0,0.0,1,68.0,0.0,0.0,1.0,0.0,0.029411764705882353
0.0,1.0,1.0,1,48.0,0.0,0.0,1.0,0.0,0.0
0.0,27.0,1.0,1,149.9,0.9331,0.164,0.728,0.108,0.0066181336863004635
0.0,44.0,0.0,1,55.628571428571426,0.9923,0.169,0.765,0.066,0.04937027707808564
0.0,46.0,1.0,1,165.93333333333334,-0.0668,0.084,0.842,0.075,0.005189620758483034
0.0,17.0,0.0,1,195.75,-0.6041,0.081,0.809,0.11,0.007623888182973317
0.0,29.0,0.0,1,202.1,0.9382,0.079,0.898,0.023,0.004431314623338257
0.0,18.0,0.0,1,73.33333333333333,0.9429,0.18,0.745,0.075,0.002232142857142857
1.0,25.0,0.0,1,131.28571428571428,0.6645,0.085,0.854,0.061,0.00431266846361186
0.0,2.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,1,27.0,0.0,0.0,1.0,0.0,0.13793103448275862
0.0,2.0,0.0,1,23.0,0.0,0.0,1.0,0.0,0.08
0.0,1.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
0.0,4.0,0.0,1,35.0,0.0,0.0,1.0,0.0,0.05405405405405406
0.0,4.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
0.0,20.0,1.0,1,161.77777777777777,-0.9377,0.069,0.809,0.122,0.00954328561690525
0.0,7.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,6.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,15.0,0.0,1,120.66666666666667,-0.2006,0.111,0.789,0.101,0.004103967168262654
0.0,34.0,0.0,1,141.58333333333334,0.9517,0.094,0.875,0.031,0.007593457943925234
0.0,29.0,0.0,1,91.4,-0.9548,0.01,0.897,0.094,0.011898323418063819
3.0,17.0,0.0,1,269.6666666666667,0.3197,0.06,0.895,0.044,0.006157635467980296
1.0,36.0,2.0,1,153.22222222222223,0.9142,0.128,0.833,0.039,0.007204610951008645
0.0,14.0,1.0,1,111.4,-0.9444,0.048,0.767,0.185,0.0
0.0,37.0,0.0,1,232.55555555555554,-0.7162,0.115,0.773,0.112,0.0038077106139933364
0.0,12.0,0.0,1,141.71428571428572,-0.8672,0.033,0.877,0.09,0.005
0.0,6.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,5.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,6.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,29.0,1.0,1,169.5,0.9449,0.158,0.736,0.107,0.005861664712778429
0.0,7.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,4.0,0.0,1,105.0,0.0,0.0,1.0,0.0,0.01904761904761905
0.0,8.0,0.0,1,144.75,0.9659,0.196,0.789,0.015,0.0017152658662092624
0.0,29.0,0.0,1,194.88888888888889,-0.2975,0.096,0.821,0.083,0.007361268403171008
0.0,30.0,1.0,1,96.16666666666667,0.996,0.191,0.791,0.018,0.007432818753573471
0.0,5.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,8.0,2.0,1,93.0,0.0,0.0,1.0,0.0,0.0
0.0,8.0,0.0,1,150.0,0.296,0.084,0.916,0.0,0.02666666666666667
0.0,15.0,0.0,1,150.25,0.2263,0.041,0.937,0.022,0.006622516556291391
0.0,14.0,0.0,1,158.66666666666666,0.9685,0.144,0.856,0.0,0.0031282586027111575
0.0,48.0,1.0,1,363.8333333333333,-0.8469,0.1,0.793,0.107,0.006846188954815153
0.0,16.0,0.0,1,185.0,0.2647,0.145,0.728,0.127,0.005376344086021506
1.0,48.0,0.0,1,180.30769230769232,-0.9786,0.033,0.864,0.103,0.005089058524173028
1.0,21.0,0.0,1,151.875,0.7964,0.083,0.87,0.047,0.0032679738562091504
0.0,13.0,0.0,1,99.875,0.7148,0.11,0.81,0.079,0.004962779156327543
0.0,44.0,1.0,1,209.75,0.9667,0.104,0.832,0.064,0.0047430830039525695
0.0,33.0,1.0,1,133.75,0.8689,0.128,0.772,0.101,0.005552128315854411
0.0,3.0,0.0,1,45.0,0.0,0.0,1.0,0.0,0.0
0.0,2.0,0.0,1,45.0,0.0,0.0,1.0,0.0,0.0
0.0,2.0,0.0,1,49.0,0.0,0.0,1.0,0.0,0.04081632653061224
0.0,5.0,0.0,1,45.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,0.0,1,45.0,0.0,0.0,1.0,0.0,0.0
1.0,19.0,0.0,1,129.66666666666666,-0.8439,0.074,0.804,0.122,0.006802721088435374
0.0,56.0,1.0,1,224.58333333333334,-0.9731,0.076,0.819,0.105,0.005537098560354375
1.0,16.0,1.0,1,99.28571428571429,-0.877,0.073,0.787,0.141,0.011412268188302425
10.0,77.0,1.0,1,138.80769230769232,-0.9583,0.092,0.805,0.103,0.005762897914379802
0.0,52.0,1.0,1,115.16,-0.9842,0.067,0.795,0.138,0.007575757575757576
0.0,55.0,0.0,1,103.96296296296296,0.195,0.085,0.837,0.078,0.0010570824524312897
2.0,55.0,0.0,1,93.4,-0.9022,0.062,0.842,0.097,0.013041945717307015
2.0,54.0,0.0,1,146.45,-0.97,0.081,0.792,0.127,0.0010162601626016261
1.0,22.0,1.0,1,151.9090909090909,0.2624,0.124,0.749,0.127,0.0041444641799881585
1.0,39.0,2.0,1,118.13333333333334,0.9624,0.113,0.843,0.044,0.012256267409470752
1.0,17.0,1.0,1,138.375,0.7042,0.085,0.845,0.07,0.012511170688114389
1.0,27.0,1.0,1,108.75,0.8838,0.095,0.86,0.045,0.0022675736961451248
1.0,32.0,2.0,1,122.0909090909091,0.9885,0.193,0.776,0.031,0.005139500734214391
1.0,31.0,4.0,1,151.5,0.8858,0.099,0.824,0.076,0.004893964110929853
1.0,33.0,1.0,1,177.55555555555554,0.7597,0.076,0.872,0.052,0.006199628022318661
1.0,23.0,1.0,1,161.75,0.9653,0.124,0.833,0.043,0.00612088752869166
1.0,17.0,1.0,1,138.375,0.7042,0.085,0.845,0.07,0.0125
1.0,27.0,1.0,1,169.25,0.9706,0.133,0.821,0.046,0.006578947368421052
1.0,39.0,1.0,1,163.33333333333334,-0.9842,0.054,0.784,0.162,0.004037685060565276
2.0,26.0,1.0,1,206.33333333333334,0.9235,0.106,0.837,0.057,0.008821170809943865
2.0,32.0,2.0,1,198.5,0.9184,0.082,0.877,0.041,0.003123048094940662
1.0,50.0,1.0,1,191.28571428571428,0.9839,0.14,0.785,0.075,0.005179430262671106
1.0,15.0,1.0,1,132.375,0.9718,0.14,0.837,0.023,0.0018656716417910447
1.0,19.0,1.0,1,90.8,0.9882,0.169,0.806,0.026,0.006488824801730353
1.0,11.0,1.0,1,122.375,-0.8465,0.045,0.85,0.106,0.012096774193548387
1.0,32.0,1.0,1,91.72222222222223,0.9956,0.195,0.78,0.025,0.0029832935560859188
