Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,allCaps,adjectives,superlatives,class,avgSentenceLen,sent_overall,sent_pos,sent_neu,sent_neg,spelling_errors
1314,4.1438356164383565,19,5,4.0,84.0,5.0,1,89.8157894736842,-0.9895,0.096,0.785,0.119,0.0004332129963898917
1568,4.661989795918367,44,0,3.0,160.0,4.0,1,103.77906976744185,-0.9978,0.062,0.823,0.115,0.00519394408221903
508,4.570866141732283,56,0,4.0,72.0,0.0,1,159.0,-0.9508,0.07,0.821,0.108,0.018018018018018018
739,4.43978349120433,19,0,0.0,72.0,1.0,1,125.40625,-0.9398,0.047,0.873,0.08,0.007151664611590629
75,4.093333333333334,14,0,3.0,15.0,1.0,1,39.0,0.743,0.101,0.88,0.018,0.007425742574257425
413,4.544794188861985,24,2,5.0,48.0,2.0,1,137.76470588235293,-0.9932,0.065,0.769,0.165,0.015691263782866838
241,4.4854771784232375,2,0,0.0,19.0,1.0,1,95.5,0.9758,0.136,0.84,0.024,0.008082292432035268
652,4.984662576687117,59,0,8.0,86.0,0.0,1,152.46153846153845,-0.9585,0.086,0.815,0.099,0.005260521042084168
1072,4.347014925373134,17,0,2.0,120.0,2.0,1,127.42222222222222,-0.9583,0.111,0.757,0.132,0.005180452426178553
1081,4.69472710453284,104,1,15.0,122.0,2.0,1,141.61363636363637,0.9745,0.1,0.834,0.066,0.008274984086569064
153,4.542483660130719,9,0,2.0,16.0,0.0,1,108.125,-0.8979,0.052,0.831,0.118,0.0034129692832764505
401,5.087281795511222,20,2,7.0,48.0,1.0,1,155.3125,-0.9467,0.014,0.928,0.058,0.007984031936127744
1044,5.276819923371646,21,0,0.0,143.0,0.0,1,165.95,0.8774,0.085,0.84,0.075,0.0064313490876458275
215,4.52093023255814,9,3,5.0,27.0,1.0,1,101.25,0.5777,0.108,0.814,0.079,0.0024469820554649264
157,4.853503184713376,23,0,0.0,21.0,1.0,1,102.55555555555556,-0.9808,0.016,0.813,0.171,0.0032085561497326204
1434,4.188981868898187,63,7,2.0,105.0,1.0,1,142.77358490566039,0.9998,0.192,0.784,0.023,0.001572533088717075
300,4.163333333333333,30,8,3.0,43.0,1.0,1,63.84,0.9959,0.218,0.758,0.024,0.012875536480686695
164,4.182926829268292,11,5,6.0,14.0,0.0,1,78.9090909090909,0.9904,0.227,0.761,0.012,0.011337868480725623
751,4.402130492676432,18,0,0.0,63.0,1.0,1,122.78787878787878,0.9525,0.081,0.877,0.042,0.005134474327628362
1201,4.5537052456286435,91,0,2.0,96.0,2.0,1,135.92,-0.9978,0.093,0.762,0.145,0.0029171528588098016
295,3.9322033898305087,7,0,1.0,29.0,0.0,1,96.53333333333333,0.9801,0.118,0.866,0.016,0.005457025920873124
307,4.2052117263843645,9,3,1.0,25.0,0.0,1,161.0,-0.2477,0.096,0.818,0.087,0.0030883261272390363
693,4.311688311688313,30,0,2.0,54.0,1.0,1,88.35714285714286,-0.9118,0.052,0.88,0.068,0.0023936170212765957
488,4.26844262295082,9,5,1.0,52.0,0.0,1,95.96296296296296,0.9072,0.111,0.801,0.088,0.005335365853658537
859,4.5192083818393485,101,2,14.0,96.0,4.0,1,127.34210526315789,0.9688,0.085,0.857,0.058,0.006539955037809115
361,4.714681440443213,11,0,4.0,37.0,1.0,1,129.25,-0.3645,0.049,0.898,0.053,0.0019147917663954045
298,4.3590604026845625,14,0,1.0,36.0,0.0,1,101.25,0.9783,0.122,0.862,0.016,0.004886988393402566
683,4.551976573938505,24,1,3.0,76.0,2.0,1,159.29166666666666,0.4514,0.056,0.903,0.041,0.005450298468725669
91,4.373626373626373,0,2,0.0,8.0,0.0,1,99.0,0.8357,0.119,0.86,0.02,0.011976047904191617
587,4.6831345826235085,33,0,0.0,59.0,0.0,1,140.0,-0.9294,0.03,0.91,0.06,0.006772673733804476
456,4.787280701754386,14,0,6.0,42.0,1.0,1,156.35294117647058,-0.6293,0.041,0.909,0.05,0.0014903129657228018
690,4.614492753623189,21,1,0.0,93.0,0.0,1,108.25,0.9979,0.147,0.82,0.034,0.005069708491761723
993,4.408862034239678,56,1,3.0,75.0,2.0,1,113.52083333333333,0.9973,0.129,0.808,0.063,0.002544066872614937
2660,4.673684210526316,1424,0,22.0,275.0,3.0,1,189.89285714285714,0.9957,0.039,0.946,0.016,0.006910290730249642
305,4.727868852459016,44,0,0.0,30.0,0.0,1,136.3846153846154,0.9762,0.137,0.788,0.075,0.005580357142857143
563,3.914742451154529,35,0,0.0,46.0,0.0,1,186.46666666666667,0.9988,0.255,0.651,0.093,0.0010668563300142249
1552,4.125,22,10,95.0,131.0,1.0,1,135.94915254237287,-0.9989,0.114,0.722,0.164,0.005810359747805662
288,4.645833333333333,16,0,1.0,34.0,0.0,1,151.36363636363637,-0.7037,0.054,0.868,0.078,0.005353955978584176
566,4.515901060070672,35,0,1.0,49.0,0.0,1,143.22727272727272,0.9834,0.074,0.907,0.019,0.0040906230333543105
726,4.128099173553719,49,0,1.0,71.0,2.0,1,104.30555555555556,0.9794,0.092,0.86,0.048,0.006057413747695549
936,4.480769230769232,33,2,4.0,92.0,1.0,1,142.69444444444446,0.9827,0.081,0.87,0.05,0.005984555984555984
122,4.327868852459017,9,4,0.0,21.0,0.0,1,93.71428571428571,-0.2954,0.137,0.742,0.121,0.0
462,4.7943722943722955,48,0,0.0,41.0,1.0,1,150.33333333333334,-0.9968,0.048,0.774,0.179,0.0043875685557586835
1293,4.559164733178656,65,0,5.0,141.0,1.0,1,128.12280701754386,-0.9914,0.024,0.922,0.053,0.009495387954422138
351,4.378917378917379,12,1,0.0,40.0,0.0,1,146.23076923076923,0.9138,0.09,0.882,0.028,0.005729166666666666
534,4.668539325842697,35,0,0.0,48.0,1.0,1,160.3684210526316,-0.9981,0.03,0.772,0.199,0.0055266579973992196
1333,4.704426106526632,8,0,1.0,120.0,0.0,1,86.92045454545455,-0.9997,0.143,0.608,0.249,0.001287001287001287
90,4.866666666666666,0,0,1.0,11.0,0.0,1,104.8,0.6133,0.154,0.764,0.082,0.011320754716981131
534,4.670411985018727,35,0,0.0,48.0,1.0,1,160.42105263157896,-0.9981,0.03,0.772,0.199,0.0055248618784530384
304,4.2631578947368425,9,5,6.0,35.0,0.0,1,95.6470588235294,0.9842,0.162,0.767,0.072,0.0060901339829476245
2140,4.860747663551402,32,0,6.0,319.0,2.0,1,176.63888888888889,0.9948,0.104,0.822,0.074,0.005075349418286875
922,3.9501084598698477,55,0,0.0,71.0,1.0,1,120.73684210526316,0.999,0.171,0.783,0.045,0.0025884383088869713
430,4.125581395348838,11,0,2.0,24.0,0.0,1,97.82608695652173,-0.6153,0.153,0.687,0.159,0.0013186813186813187
1155,4.771428571428571,74,1,4.0,122.0,1.0,1,152.8181818181818,-0.9979,0.068,0.781,0.151,0.005750516071955175
831,4.312876052948255,39,0,1.0,73.0,1.0,1,164.59259259259258,0.9755,0.069,0.89,0.041,0.006699419383653417
759,4.865612648221344,19,0,0.0,71.0,2.0,1,113.925,0.6523,0.027,0.955,0.018,0.006521739130434782
1164,4.439003436426117,99,0,14.0,132.0,2.0,1,133.20833333333334,-0.8731,0.025,0.945,0.03,0.004957397366382649
339,4.103244837758112,8,1,1.0,27.0,0.0,1,95.88888888888889,0.9098,0.106,0.817,0.077,0.008013737836290785
345,4.211594202898551,9,0,0.0,22.0,0.0,1,62.62068965517241,0.9937,0.19,0.742,0.067,0.011351351351351352
258,4.422480620155039,8,0,4.0,27.0,0.0,1,158.88888888888889,0.2869,0.065,0.879,0.056,0.006237006237006237
971,4.736354273944388,62,0,2.0,84.0,0.0,1,223.64,0.25,0.048,0.91,0.042,0.005865623889086385
264,3.829545454545455,12,0,0.0,25.0,2.0,1,105.83333333333333,0.2088,0.059,0.89,0.051,0.007009345794392523
891,4.075196408529742,6,0,4.0,74.0,1.0,1,90.34,0.9981,0.153,0.794,0.053,0.010680034873583261
32,4.59375,0,0,0.0,0.0,0.0,1,59.333333333333336,0.6808,0.162,0.838,0.0,0.016666666666666666
2575,4.660194174757281,56,4,17.0,267.0,6.0,1,114.37984496124031,-0.999,0.074,0.805,0.121,0.004353067238146263
98,5.295918367346938,0,0,1.0,10.0,0.0,1,209.0,-0.5106,0.092,0.804,0.104,0.0015873015873015873
1190,4.708403361344538,2,0,1.0,103.0,2.0,1,131.82692307692307,0.949,0.116,0.789,0.094,0.0033227390927477608
32,4.96875,6,0,0.0,4.0,2.0,1,49.25,0.8555,0.251,0.749,0.0,0.01
281,4.533807829181495,12,0,0.0,26.0,0.0,1,196.125,-0.7004,0.06,0.861,0.08,0.008877615726062143
1594,5.0037641154328725,10,0,1.0,177.0,4.0,1,166.5084745762712,0.9989,0.141,0.779,0.08,0.001715092816787732
1774,4.591882750845547,8,1,0.0,205.0,1.0,1,199.6,0.9981,0.15,0.766,0.085,0.00628053035589672
1088,4.34375,2,0,0.0,87.0,3.0,1,127.17391304347827,0.9997,0.217,0.737,0.046,0.003043110735418428
1504,4.642287234042553,25,0,1.0,192.0,2.0,1,121.08450704225352,0.9996,0.154,0.814,0.032,0.0027684854077748297
1437,5.12178148921364,47,1,1.0,198.0,1.0,1,139.359375,-0.994,0.114,0.758,0.128,0.004447903925275214
61,4.065573770491803,7,0,0.0,7.0,0.0,1,314.0,0.5719,0.086,0.914,0.0,0.012738853503184714
92,4.608695652173913,7,0,0.0,8.0,0.0,1,131.75,0.7691,0.087,0.913,0.0,0.026415094339622643
132,5.348484848484849,4,0,0.0,26.0,0.0,1,122.57142857142857,0.9371,0.133,0.833,0.034,0.020833333333333332
606,4.5561056105610565,2,0,3.0,73.0,0.0,1,122.78571428571429,0.9858,0.136,0.765,0.099,0.0031682027649769587
340,5.038235294117646,4,1,0.0,44.0,3.0,1,130.9375,0.93,0.083,0.873,0.044,0.00425531914893617
2009,4.445993031358885,8,1,2.0,197.0,4.0,1,109.11881188118812,1.0,0.281,0.647,0.072,0.005028735632183908
1217,4.584223500410847,3,1,0.0,138.0,1.0,1,110.6774193548387,0.9492,0.143,0.724,0.133,0.0021626297577854673
478,4.299163179916318,35,0,1.0,51.0,2.0,1,54.6875,-0.9113,0.062,0.854,0.084,0.010475121586232696
195,4.523076923076923,0,0,0.0,29.0,0.0,1,183.16666666666666,0.978,0.154,0.806,0.04,0.0018115942028985507
1144,4.628496503496502,10,0,0.0,112.0,2.0,1,136.1875,0.986,0.11,0.804,0.087,0.0033353547604608852
374,4.114973262032087,0,0,1.0,38.0,0.0,1,83.34782608695652,-0.6592,0.11,0.759,0.131,0.007688364941055869
505,4.364356435643565,0,1,0.0,44.0,0.0,1,933.6666666666666,-0.936,0.08,0.804,0.116,0.0007132667617689016
81,4.395061728395062,6,0,2.0,6.0,0.0,1,150.66666666666666,0.7184,0.092,0.908,0.0,0.011013215859030838
2080,4.857692307692306,9,0,0.0,220.0,2.0,1,142.9418604651163,0.9863,0.081,0.856,0.063,0.001533370995077072
1413,4.806086341118188,29,0,5.0,137.0,0.0,1,152.66666666666666,-0.9919,0.11,0.758,0.132,0.0019265502709211318
889,4.984251968503936,26,5,3.0,97.0,1.0,1,101.58490566037736,0.9683,0.124,0.774,0.102,0.0025749494206363803
1084,4.993542435424353,10,0,3.0,117.0,0.0,1,114.54385964912281,0.9955,0.119,0.811,0.07,0.004542013626040878
592,4.66554054054054,32,0,5.0,63.0,1.0,1,109.41935483870968,0.9977,0.211,0.701,0.088,0.0037945125510799767
399,4.551378446115288,10,0,0.0,33.0,2.0,1,54.46341463414634,-0.5434,0.111,0.765,0.124,0.006124234470691163
1160,4.798275862068966,0,0,1.0,133.0,2.0,1,121.5,0.9989,0.15,0.784,0.066,0.0014579384749963552
131,5.694656488549619,0,2,0.0,18.0,0.0,1,63.5,-0.5837,0.017,0.938,0.045,0.007743362831858407
2067,4.8437348814707315,6,2,0.0,247.0,2.0,1,138.38202247191012,0.9952,0.086,0.855,0.059,0.002977148374637914
2977,4.481692979509575,12,0,0.0,303.0,6.0,1,105.34615384615384,0.9991,0.126,0.786,0.088,0.0031310211946050095
412,4.315533980582524,2,11,5.0,37.0,3.0,1,94.625,0.9985,0.245,0.715,0.04,0.005664488017429194
760,4.110526315789474,5,0,1.0,67.0,5.0,1,135.27586206896552,0.9936,0.173,0.709,0.118,0.004555808656036446
96,4.916666666666667,2,1,8.0,12.0,0.0,1,97.33333333333333,-0.7922,0.086,0.754,0.159,0.010135135135135136
1032,4.406976744186046,13,0,1.0,101.0,5.0,1,122.8913043478261,-0.9905,0.155,0.673,0.172,0.0036855036855036856
801,5.047440699126091,8,2,5.0,88.0,0.0,1,104.31914893617021,0.5027,0.114,0.78,0.106,0.003424657534246575
1612,4.790942928039702,4,0,1.0,158.0,2.0,1,165.26315789473685,0.8332,0.1,0.802,0.098,0.003582718651211802
93,3.9354838709677415,0,0,0.0,4.0,0.0,1,154.33333333333334,-0.6088,0.058,0.825,0.117,0.004301075268817204
702,4.94017094017094,4,0,1.0,66.0,1.0,1,73.78947368421052,0.9911,0.14,0.766,0.094,0.002111684655091506
894,4.504474272930648,23,1,1.0,93.0,0.0,1,70.64285714285714,-0.9979,0.082,0.758,0.16,0.006779661016949152
4055,4.983230579531443,115,0,9.0,497.0,10.0,1,158.92307692307693,0.9992,0.137,0.757,0.106,0.0023249288491602195
38,5.315789473684211,0,0,0.0,2.0,0.0,1,123.5,0.5423,0.111,0.889,0.0,0.008064516129032258
1149,4.781549173194081,16,0,2.0,134.0,5.0,1,115.46551724137932,0.9979,0.172,0.713,0.115,0.004293751850755108
753,4.286852589641433,7,0,1.0,71.0,2.0,1,64.33870967741936,-0.835,0.106,0.782,0.112,0.003938946331856229
629,4.437201907790144,19,0,0.0,74.0,1.0,1,109.53125,0.9454,0.114,0.783,0.103,0.004788732394366197
620,4.235483870967742,6,0,5.0,54.0,1.0,1,95.82352941176471,0.9915,0.18,0.706,0.115,0.005165603160133698
1798,5.4276974416017785,217,0,1.0,239.0,2.0,1,168.46478873239437,-0.9905,0.091,0.802,0.107,0.007802772474474973
188,4.957446808510638,6,0,0.0,22.0,0.0,1,190.0,0.9501,0.131,0.828,0.042,0.0008733624454148472
1108,4.990974729241877,47,0,3.0,149.0,3.0,1,115.86206896551724,-0.3416,0.089,0.828,0.084,0.0048600883652430045
165,4.545454545454546,2,0,6.0,19.0,0.0,1,93.5,-0.9264,0.08,0.779,0.142,0.011627906976744186
940,4.725531914893617,22,0,2.0,113.0,0.0,1,174.7741935483871,0.2021,0.096,0.804,0.1,0.003664345914254306
93,4.967741935483871,4,0,1.0,13.0,0.0,1,189.33333333333334,0.4939,0.058,0.919,0.024,0.014035087719298246
1171,4.517506404782237,13,0,0.0,115.0,1.0,1,85.35526315789474,0.9638,0.105,0.803,0.092,0.0009143553794574825
98,4.153061224489796,11,0,0.0,6.0,0.0,1,103.8,0.6204,0.113,0.813,0.073,0.011472275334608031
1303,4.782041442824252,26,0,4.0,147.0,3.0,1,210.66666666666666,-0.9956,0.084,0.79,0.126,0.0041939711664482305
2077,4.8858931150698135,15,0,1.0,246.0,3.0,1,113.04587155963303,-0.999,0.086,0.779,0.134,0.0030526992287917736
1051,4.732635585156993,51,0,6.0,101.0,2.0,1,168.30555555555554,0.4728,0.078,0.848,0.075,0.003276003276003276
55,5.2727272727272725,0,0,0.0,7.0,0.0,1,117.66666666666667,0.8689,0.175,0.825,0.0,0.008450704225352112
59,4.6440677966101696,0,0,0.0,9.0,0.0,1,172.5,-0.34,0.187,0.62,0.192,0.008670520231213872
66,5.03030303030303,0,0,2.0,4.0,0.0,1,81.2,-0.2169,0.146,0.686,0.168,0.007281553398058253
24,5.5,1,0,1.0,9.0,0.0,1,157.0,0.296,0.091,0.909,0.0,0.006289308176100629
814,5.245700245700245,46,6,4.0,109.0,1.0,1,143.58333333333334,-0.9907,0.056,0.848,0.096,0.005573707476455891
348,5.531609195402299,0,0,1.0,8.0,0.0,1,129.94444444444446,0.0,0.0,1.0,0.0,0.14836795252225518
566,5.439929328621909,26,12,0.0,15.0,0.0,1,92.925,0.0,0.0,1.0,0.0,0.14392125565309924
621,5.483091787439613,10,4,2.0,10.0,0.0,1,136.93333333333334,0.0,0.0,1.0,0.0,0.14564745599228357
305,5.862295081967213,12,0,0.0,5.0,0.0,1,132.5,0.0,0.0,1.0,0.0,0.13931743805516597
322,5.65527950310559,9,5,0.0,4.0,0.0,1,90.0,0.0,0.0,1.0,0.0,0.14018264840182648
365,5.602739726027397,6,1,3.0,5.0,0.0,1,122.55,0.0,0.0,1.0,0.0,0.14349232012934518
449,5.6837416481069045,5,4,1.0,13.0,0.0,1,93.24242424242425,0.0,0.0,1.0,0.0,0.14698331193838254
294,6.074829931972789,33,1,4.0,11.0,0.0,1,132.3125,0.6588,0.016,0.984,0.0,0.12921348314606743
380,5.355263157894737,8,6,0.0,16.0,0.0,1,137.27777777777777,0.0,0.0,1.0,0.0,0.14853472501003612
419,5.350835322195704,6,3,1.0,4.0,0.0,1,128.9047619047619,0.0,0.0,1.0,0.0,0.14761904761904762
397,6.100755667506298,18,3,0.0,6.0,0.0,1,130.0909090909091,0.0,0.0,1.0,0.0,0.12508662508662508
361,5.997229916897508,9,2,5.0,5.0,0.0,1,94.92592592592592,0.0,0.0,1.0,0.0,0.13597842835130972
358,5.293296089385474,17,3,0.0,7.0,0.0,1,125.77777777777777,0.0,0.0,1.0,0.0,0.1399825021872266
425,5.896470588235293,6,4,0.0,7.0,0.0,1,110.44444444444444,0.0,0.0,1.0,0.0,0.13778220451527223
402,6.04228855721393,10,6,0.0,5.0,0.0,1,92.74193548387096,0.0,0.0,1.0,0.0,0.13509797181161912
369,5.636856368563684,2,1,2.0,5.0,0.0,1,146.64705882352942,0.0,0.0,1.0,0.0,0.14365300437723835
289,6.103806228373702,6,3,3.0,2.0,0.0,1,148.57142857142858,0.0,0.0,1.0,0.0,0.13489037178265015
384,5.916666666666668,6,5,3.0,11.0,0.0,1,103.26923076923077,0.0,0.0,1.0,0.0,0.13306302985624768
752,5.809840425531916,13,5,2.0,12.0,0.0,1,86.0,0.0,0.0,1.0,0.0,0.13635508745533195
368,6.084239130434782,3,0,2.0,5.0,0.0,1,131.4,-0.755,0.0,0.98,0.02,0.12636740852508488
389,5.668380462724936,8,4,1.0,6.0,0.0,1,88.0,0.0,0.0,1.0,0.0,0.1425364758698092
372,5.5,14,4,0.0,5.0,0.0,1,101.66666666666667,0.528,0.011,0.989,0.0,0.14141004862236628
458,6.002183406113538,6,9,0.0,8.0,0.0,1,98.51515151515152,0.0,0.0,1.0,0.0,0.13260340632603407
423,5.66193853427896,2,1,1.0,5.0,0.0,1,118.20833333333333,0.0,0.0,1.0,0.0,0.13572923935799022
382,5.523560209424084,7,2,1.0,5.0,0.0,1,115.18181818181819,0.0,0.0,1.0,0.0,0.14073494917904614
509,5.707269155206287,20,2,2.0,12.0,0.0,1,119.65517241379311,0.0,0.0,1.0,0.0,0.14098173515981735
330,5.787878787878787,9,4,1.0,8.0,0.0,1,119.6842105263158,0.0,0.0,1.0,0.0,0.1379460400348129
401,5.625935162094764,12,4,0.0,6.0,0.0,1,87.51612903225806,0.0,0.0,1.0,0.0,0.14150600218261186
503,5.7713717693836974,4,2,0.0,8.0,0.0,1,114.63333333333334,0.0,0.0,1.0,0.0,0.1361934926576447
407,5.530712530712532,6,4,0.0,8.0,0.0,1,117.8695652173913,0.0,0.0,1.0,0.0,0.1467153284671533
383,5.827676240208879,11,2,0.0,7.0,0.0,1,85.7741935483871,0.0,0.0,1.0,0.0,0.13882702301410543
424,5.4764150943396235,8,0,0.0,3.0,0.0,1,146.6315789473684,0.0,0.0,1.0,0.0,0.14886039886039887
364,5.760989010989012,9,4,0.0,5.0,0.0,1,100.56,0.0,0.0,1.0,0.0,0.13875786163522014
8,4.25,0,0,1.0,4.0,0.0,1,43.0,0.0,0.0,1.0,0.0,0.023255813953488372
10,5.3,1,0,1.0,3.0,0.0,1,66.0,0.0,0.0,1.0,0.0,0.015151515151515152
1205,4.492946058091286,51,2,4.0,125.0,3.0,1,115.03448275862068,-0.9906,0.15,0.689,0.162,0.005040770941438102
850,4.6517647058823535,27,1,0.0,98.0,1.0,1,107.17777777777778,-0.9955,0.108,0.744,0.148,0.00389344262295082
820,4.469512195121951,115,0,25.0,99.0,4.0,1,171.74074074074073,-0.9912,0.115,0.739,0.146,0.0021376656690893546
26,4.5769230769230775,8,0,1.0,4.0,0.0,1,149.0,-0.5574,0.0,0.87,0.13,0.0
955,4.829319371727749,20,0,0.0,92.0,0.0,1,110.49019607843137,-0.9763,0.064,0.848,0.088,0.0026329647182727752
3,5.666666666666668,0,0,0.0,0.0,0.0,1,19.0,0.0,0.0,1.0,0.0,0.0
24,5.25,0,0,6.0,5.0,0.0,1,77.5,0.6408,0.199,0.801,0.0,0.019230769230769232
125,4.6080000000000005,0,7,0.0,18.0,0.0,1,55.23076923076923,0.9648,0.181,0.786,0.032,0.01092896174863388
22,4.5,4,0,0.0,0.0,0.0,1,125.0,0.0,0.0,1.0,0.0,0.008
2,6.0,0,0,0.0,2.0,0.0,1,13.0,0.0,0.0,1.0,0.0,0.0
26,4.5769230769230775,8,0,1.0,3.0,0.0,1,149.0,-0.5574,0.0,0.87,0.13,0.0
28,5.035714285714286,6,0,0.0,6.0,0.0,1,88.0,0.1531,0.093,0.833,0.073,0.0
966,4.6314699792960665,106,0,10.0,100.0,3.0,1,142.12820512820514,-0.9986,0.078,0.754,0.168,0.00483005366726297
15906,4.716144850999623,1101,0,25.0,1566.0,21.0,1,161.2719298245614,-1.0,0.07,0.813,0.117,0.0049372846015060335
7,7.571428571428571,0,0,0.0,3.0,0.0,1,62.0,0.0,0.0,1.0,0.0,0.06451612903225806
2,5.5,0,0,0.0,2.0,0.0,1,12.0,0.0,0.0,1.0,0.0,0.16666666666666666
31,4.67741935483871,6,0,1.0,2.0,0.0,1,93.0,0.5574,0.137,0.863,0.0,0.0106951871657754
40,4.95,8,0,1.0,6.0,0.0,1,248.0,-0.3612,0.037,0.89,0.073,0.012096774193548387
20,4.65,8,0,1.0,4.0,0.0,1,120.0,0.0,0.0,1.0,0.0,0.008333333333333333
2,6.0,0,0,0.0,0.0,0.0,1,13.0,0.0,0.0,1.0,0.0,0.0
311,4.881028938906752,6,3,0.0,30.0,0.0,1,184.2,-0.8609,0.082,0.819,0.099,0.011881188118811881
931,4.938775510204081,34,3,4.0,119.0,1.0,1,173.9375,-0.992,0.069,0.825,0.106,0.004326756663205262
221,5.208144796380091,22,3,4.0,32.0,0.0,1,116.5,-0.9888,0.017,0.815,0.168,0.011972274732199117
134,5.156716417910448,6,3,3.0,12.0,0.0,1,105.25,-0.6276,0.027,0.914,0.058,0.010763209393346379
125,5.192,6,3,1.0,19.0,0.0,1,88.44444444444444,-0.9915,0.053,0.646,0.301,0.009174311926605505
852,4.768779342723005,6,3,2.0,101.0,1.0,1,154.84375,0.9661,0.116,0.783,0.101,0.0027063599458728013
877,4.961231470923604,32,3,3.0,99.0,0.0,1,146.22222222222223,0.9471,0.131,0.764,0.104,0.002005103900838498
117,5.273504273504273,10,3,1.0,13.0,0.0,1,125.5,0.8306,0.122,0.84,0.038,0.006458557588805167
159,5.484276729559748,33,4,1.0,21.0,1.0,1,113.3,0.925,0.092,0.908,0.0,0.026133743274404306
69,5.057971014492754,6,3,0.0,12.0,0.0,1,62.57142857142857,-0.9603,0.0,0.775,0.225,0.004885993485342019
828,4.8731884057971016,26,3,2.0,119.0,2.0,1,140.0,-0.9795,0.066,0.845,0.088,0.0025380710659898475
274,4.843065693430657,22,3,0.0,26.0,1.0,1,109.26666666666667,0.9508,0.123,0.819,0.058,0.0027218290691344584
35,4.685714285714286,6,3,0.0,0.0,0.0,1,43.2,0.0,0.0,1.0,0.0,0.0078125
1037,4.943105110896819,26,3,1.0,110.0,1.0,1,124.0,0.9091,0.104,0.8,0.096,0.006680130495572471
133,5.240601503759399,8,3,2.0,14.0,0.0,1,121.71428571428571,-0.3129,0.049,0.886,0.065,0.0057859209257473485
857,5.074679113185532,143,3,3.0,110.0,1.0,1,138.94736842105263,-0.9992,0.047,0.785,0.168,0.003629764065335753
683,4.964860907759883,24,3,3.0,73.0,3.0,1,132.8709677419355,-0.8118,0.102,0.804,0.094,0.003002309468822171
620,4.506451612903227,18,8,12.0,66.0,5.0,1,124.46428571428571,-0.9962,0.057,0.802,0.142,0.004329004329004329
254,4.775590551181104,5,3,1.0,29.0,0.0,1,113.76923076923077,0.9735,0.111,0.88,0.009,0.008998200359928014
1502,4.8202396804260985,53,3,3.0,175.0,2.0,1,135.92307692307693,-0.9762,0.069,0.851,0.081,0.0037420206911732336
863,4.850521436848204,14,3,0.0,99.0,1.0,1,134.60526315789474,0.7648,0.069,0.871,0.061,0.0024349129050383967
166,5.331325301204818,17,3,1.0,19.0,0.0,1,154.0,0.7633,0.138,0.764,0.098,0.007148530579825258
200,4.83,10,3,0.0,13.0,0.0,1,119.5,-0.7691,0.024,0.91,0.066,0.008011653313911144
929,4.8180839612486555,39,4,6.0,95.0,0.0,1,120.30434782608695,-0.9582,0.049,0.882,0.069,0.003980616130148841
387,5.0594315245478025,22,3,7.0,37.0,0.0,1,139.8235294117647,-0.6281,0.102,0.79,0.107,0.00463678516228748
1117,4.8442256042972245,83,3,20.0,113.0,0.0,1,129.98039215686273,-0.7891,0.065,0.861,0.074,0.003058994901675164
229,5.4803493449781655,6,3,0.0,29.0,0.0,1,190.75,0.7412,0.079,0.881,0.04,0.01
168,4.422619047619048,5,3,0.0,13.0,0.0,1,102.66666666666667,-0.9131,0.044,0.848,0.108,0.01085972850678733
233,4.763948497854077,13,5,3.0,35.0,0.0,1,95.0,0.9898,0.158,0.828,0.013,0.011117974058060531
2499,4.748299319727892,52,3,1.0,332.0,4.0,1,132.03636363636363,-0.9944,0.093,0.803,0.104,0.003364511136531862
193,4.647668393782382,19,3,0.0,26.0,0.0,1,102.45454545454545,-0.8145,0.075,0.819,0.106,0.0053475935828877
231,5.151515151515151,18,1,0.0,31.0,0.0,1,144.2,-0.633,0.036,0.915,0.05,0.004824259131633356
216,4.9305555555555545,5,3,8.0,23.0,0.0,1,142.44444444444446,0.7432,0.066,0.894,0.04,0.006151742993848257
113,4.610619469026549,5,4,1.0,10.0,0.0,1,92.71428571428571,-0.9015,0.014,0.877,0.109,0.006024096385542169
1834,4.737186477644493,64,3,3.0,179.0,2.0,1,110.39583333333333,-0.9885,0.077,0.832,0.091,0.005134317410837077
299,4.839464882943144,6,4,2.0,31.0,0.0,1,116.93333333333334,-0.9399,0.043,0.858,0.1,0.005151983513652756
1090,4.776146788990825,15,3,1.0,103.0,2.0,1,127.06,0.9945,0.139,0.761,0.1,0.006368460955269144
35,5.085714285714285,0,3,0.0,6.0,0.0,1,37.5,0.0,0.0,1.0,0.0,0.01020408163265306
751,4.977363515312916,14,3,0.0,89.0,0.0,1,125.61111111111111,0.9882,0.112,0.819,0.069,0.003588011819333052
295,4.572881355932204,5,1,1.0,37.0,1.0,1,104.125,0.862,0.089,0.852,0.058,0.001784651992861392
40,4.975,6,3,0.0,3.0,0.0,1,63.25,0.6219,0.099,0.901,0.0,0.004705882352941176
75,4.826666666666667,8,4,0.0,8.0,1.0,1,76.83333333333333,-0.8429,0.0,0.887,0.113,0.007886435331230283
88,5.193181818181818,6,4,0.0,11.0,0.0,1,71.25,0.9389,0.16,0.84,0.0,0.010738255033557046
268,4.820895522388059,8,3,1.0,21.0,0.0,1,144.1818181818182,-0.9911,0.072,0.752,0.176,0.010180995475113122
16,5.0625,6,3,0.0,1.0,0.0,1,38.333333333333336,0.0,0.0,1.0,0.0,0.007220216606498195
349,4.991404011461318,6,3,2.0,37.0,0.0,1,123.94117647058823,0.7013,0.077,0.865,0.058,0.0052310374891020054
